OrderNo,CustomerCode,CustomerName,CustomerType,InvoiceDate,InvoiceNo,TransactionType,OrderStatus,ProductCode,ProductName,Uom,ItemPricePerUnit,ShippedQty,ShippedAmount,ConversionFactor,Point
1185406,CASAPP,CASA DELLA PIZZA PASTA,,2019-01-29 00:00:00,924874,Invoice,90,LPHS,LPHS - SALAMI PEPP HOT SLICED LAGO 2.5KG 6/CTN,PKT,29.8000,1.0000,29.80,1.0000000,8
1134472,CENTHTL,CENTRAL HOTEL -  BEACONFIELD,M,2018-07-26 00:00:00,882503,Invoice,90,EDBBC,EDBBC - CHIPS BEER BATT DIAM EDGELL 6 X 2KG,CTN,44.5000,6.0000,267.00,1.0000000,60.75
1127022,CHOIMEAL,CHOICE FRESH MEALS,CM,2018-07-02 00:00:00,876640,Invoice,90,AMMOZ,AMMOZ - CHEESE MOZZ SHRED GEPPINO 2 X 6KG,CTN,96.9500,1.0000,96.95,1.0000000,100
1127216,COAST,COAST CAFE - RESTAURANT,NS,2018-07-02 00:00:00,876683,Invoice,90,BCT,BCT - TOMATO CRUSHED GEPPINO 3KG 6/CTN,TIN,5.3000,1.0000,5.30,1.0000000,5
1157706,COLLAWHTL,AUSTRALIAN VENUE CO. LIMITED,PI,2018-10-18 00:00:00,901534,Invoice,90,BSC,BSC - CREAM SOUR LITE BULLA 5LT,TUB,27.2000,2.0000,54.40,1.0000000,40
1127226,COMMAN,THE COMMON MAN BAR & RESTAURAN,M,2018-07-02 00:00:00,876599,Invoice,90,AMMOZ,AMMOZ - CHEESE MOZZ SHRED GEPPINO 2 X 6KG,CTN,99.9000,1.0000,99.90,1.0000000,100
1127225,CRANRSL,CRANBOURNE RSL,DA,2018-07-02 00:00:00,876505,Invoice,90,ACC1,ACC1 - CREAM COOKING CULINARY ANCHOR 1LT 12/CTN,CTN,6.5000,1.0000,78.00,12.0000000,7
1128211,CROWNP2,CROWN PIZZA - CRANBOURNE,CQ,2018-07-05 00:00:00,877341,Invoice,90,ACC1,ACC1 - CREAM COOKING CULINARY ANCHOR 1LT 12/CTN,PKT,7.1600,2.0000,14.32,1.0000000,7
1127178,CRYHTLKIT,CROYDON HOTEL,M,2018-07-02 00:00:00,876676,Invoice,90,BGC,BGC - CHEESE GOATS SOIGNON 1KG 2/CTN,LOAF,23.0400,1.0000,23.04,1.0000000,12
1143666,CVGAR,C.V. GARLIC PTY LTD,NT,2018-08-28 00:00:00,890073,Invoice,90,WCTS,WCTS - SAUCE TOMATO WHITE CROW 4LT 3/CTN,BTL,8.7500,23.0000,201.25,1.0000000,10
1127580,DABEL,DA BEL CIBO - HAMPTON,DE,2018-07-03 00:00:00,876983,Invoice,90,BTC,BTC - CREAM THICKENED BULLA 5LT 3/CTN,BTL,26.1400,3.0000,78.42,1.0000000,35
1172324,DABEL3,DA BELLA,,2018-12-11 00:00:00,914123,Invoice,90,DDM,DDM - CHEESE MOZZ DEVONDALE / MURRAY 2 X 10KG,CTN,140.0000,2.0000,280.00,1.0000000,120
1127227,DANDRSL,DANDENONG RSL,DA,2018-07-02 00:00:00,876501,Invoice,90,BCT,BCT - TOMATO CRUSHED GEPPINO 3KG 6/CTN,TIN,4.2000,4.0000,16.80,1.0000000,5
1203778,DOCSB,DOC SOUTH BANK,DD,2019-04-10 00:00:00,940694,Invoice,90,RPPM,RPPM - MUSHROOM PORCINI PIZZA ROBO 800GM 6/CTN,CTN,13.5000,6.0000,486.00,6.0000000,12
1127118,DUKE,AUSTRALIAN VENUE CO. LIMITED,M,2018-07-02 00:00:00,876566,Invoice,90,AMMOZ,AMMOZ - CHEESE MOZZ SHRED GEPPINO 2 X 6KG,CTN,99.9000,2.0000,199.80,1.0000000,100
1127001,DUNL,DUNLEATH,D*,2018-07-05 00:00:00,877287,Invoice,90,BCC5LT,BCC5LT - CREAM COOKING BULLA 5LT 3/CTN,CTN,20.0000,5.0000,300.00,3.0000000,35
1217414,EARTHWIND,EARTH WIND AND FLOUR,EW,2019-05-31 00:00:00,951844,Invoice,90,BCC5LT,BCC5LT - CREAM COOKING BULLA 5LT 3/CTN,BTL,25.0000,3.0000,75.00,1.0000000,35
1127271,EATALIANO,EAT' ALIANO BY PINO,L4,2018-07-02 00:00:00,876716,Invoice,90,BGC,BGC - CHEESE GOATS SOIGNON 1KG 2/CTN,LOAF,25.0900,2.0000,50.18,1.0000000,12
1216685,ELVEB,ELVERSON BAKERY,,2019-05-29 00:00:00,951268,Invoice,90,GUB,GUB - BUTTER UNSALTED W/STAR 1.5KG 8/CTN,BLK,10.5000,446.0000,4683.00,1.0000000,14.3125
1163741,EUROBITES,EURO BITES,EB,2018-11-09 00:00:00,906693,Invoice,90,ACC1,ACC1 - CREAM COOKING CULINARY ANCHOR 1LT 12/CTN,PKT,6.6000,3.0000,19.80,1.0000000,7
1204564,EUROPLUS,EUROPLUS PTY LTD,,2019-04-12 00:00:00,941202,Invoice,90,SOO,SOO - OIL OLIVE EXTRA VIRGIN LUGLIO 4LTR 4/CTN,CTN,20.5000,48.0000,3936.00,4.0000000,15
1127368,FIGO,FIGO PIZZERIA T'AWAY,L4,2018-07-03 00:00:00,876931,Invoice,90,BGC,BGC - CHEESE GOATS SOIGNON 1KG 2/CTN,LOAF,25.0900,2.0000,50.18,1.0000000,12
1127930,FONTAI,FONTAIN'S PIZZA,FN,2018-07-04 00:00:00,877155,Invoice,90,BCT,BCT - TOMATO CRUSHED GEPPINO 3KG 6/CTN,CTN,4.1000,2.0000,49.20,6.0000000,5
1127185,GOGO5,GO GO CHARCOAL CHICKEN,B7,2018-07-03 00:00:00,876955,Invoice,90,CSCT,CSCT - CHICK SWT CHILLI TENDERS C/DEE 1KG 5/CTN,PKT,13.1300,1.0000,13.13,1.0000000,18
1143343,GRANDS,GRANDSTAR RECEPTIONS,NT,2018-08-29 00:00:00,890326,Invoice,90,BCT,BCT - TOMATO CRUSHED GEPPINO 3KG 6/CTN,CTN,4.1500,56.0000,1394.40,6.0000000,5
1217348,GRUMPC,GRUMPY PAPI'S CAFE,TA,2019-05-30 00:00:00,951631,Invoice,90,BPS,BPS - SAUCE TOM PASTA BASE BUITONI 3KG 6/CTN,TIN,17.9000,2.0000,35.80,1.0000000,25
1128299,GUMMYS,GUMMY'S FISH AND CHIPS,G1,2018-07-05 00:00:00,877447,Invoice,90,CSM,CSM - CHEESE MOZZ SHRED CABOOLTURE 2 X 6KG,CTN,115.0000,1.0000,115.00,1.0000000,100
1127467,GUST,GUSTO WOODFIRE,GW,2018-07-04 00:00:00,877100,Invoice,90,BCC5LT,BCC5LT - CREAM COOKING BULLA 5LT 3/CTN,BTL,24.6500,1.0000,24.65,1.0000000,35
1127248,HAWTHTL,AUSTRALIAN VENUE CO. LIMITED,M,2018-07-02 00:00:00,876611,Invoice,90,ACC1,ACC1 - CREAM COOKING CULINARY ANCHOR 1LT 12/CTN,PKT,6.7400,1.0000,6.74,1.0000000,7
1127747,HOLE3,HOLE IN ONE PIZZA & PASTA,HL,2018-07-03 00:00:00,875969,Credit,90,FSP2,FSP2 - PROSCIUTTO SLICED FABBRIS 500GM,PKT,16.2500,-1.0000,-16.25,1.0000000,15
1128091,ILAMAWIND,IL AMALFI WINDSOR,AL,2018-07-05 00:00:00,877480,Invoice,90,ACC1,ACC1 - CREAM COOKING CULINARY ANCHOR 1LT 12/CTN,PKT,6.0000,8.0000,48.00,1.0000000,7
1127423,ILFO,IL FORNO,IL,2018-07-03 00:00:00,876991,Invoice,90,AVF12.5,AVF12.5 - FLOUR PERFECTION ALLIED 12.5KG,BAG,16.6500,2.0000,33.30,1.0000000,35
1127105,IMPHTL,AUSTRALIAN VENUE CO. LIMITED,M,2018-07-02 00:00:00,876558,Invoice,90,AMMOZ,AMMOZ - CHEESE MOZZ SHRED GEPPINO 2 X 6KG,CTN,99.9000,5.0000,499.50,1.0000000,100
1127260,IMPHTLSY,AUSTRALIAN VENUE CO. LIMITED,M,2018-07-02 00:00:00,876703,Invoice,90,AMMOZ,AMMOZ - CHEESE MOZZ SHRED GEPPINO 2 X 6KG,CTN,99.9000,1.0000,99.90,1.0000000,100
1128236,INLET,INLET FISH N' CHIPS,JW,2018-07-05 00:00:00,877456,Invoice,90,AMMOZ,AMMOZ - CHEESE MOZZ SHRED GEPPINO 2 X 6KG,CTN,95.8000,4.0000,383.20,1.0000000,100
1127103,INTE,INTERSTATE FOOD SUPPLY,A0,2018-07-02 00:00:00,876425,Invoice,90,BTC,BTC - CREAM THICKENED BULLA 5LT 3/CTN,CTN,22.8200,5.0000,342.30,3.0000000,35
1145627,INTE-SDD,INTERSTATE FOOD SUPPLY,A0,2018-10-01 00:00:00,897709,Invoice,90,WMF12.5,WMF12.5 - FLOUR MAXIMUS WESTONS 12.5KG,BAG,8.0000,800.0000,6400.00,1.0000000,30
1127211,ISOL,ISOLA DI CAPRI PIZZA,IS,2018-07-02 00:00:00,876477,Invoice,90,BGB,BGB - DRINK GINGER BEER BUNDABERG 24 X 375ML,CTN,41.5000,2.0000,91.30,1.0000000,20
1127594,JESSHALL4,JESSIES PIZZA HALLAM,JT,2018-07-03 00:00:00,876772,Invoice,90,ACC1,ACC1 - CREAM COOKING CULINARY ANCHOR 1LT 12/CTN,PKT,6.5000,8.0000,52.00,1.0000000,7
1128198,JESSO4,JESSIES PIZZA - OAKLEIGH,J1,2018-07-05 00:00:00,877532,Invoice,90,ACC1,ACC1 - CREAM COOKING CULINARY ANCHOR 1LT 12/CTN,CTN,7.7000,1.0000,92.40,12.0000000,7
1127357,JESSP3,JESSIES PIZZA - PAKENHAM WEST,JE,2018-07-02 00:00:00,876736,Invoice,90,DDM,DDM - CHEESE MOZZ DEVONDALE / MURRAY 2 X 10KG,CTN,132.0000,1.0000,132.00,1.0000000,120
1127345,JESSPC,JESSIES PIZZA POINT COOK,J5,2018-07-05 00:00:00,877377,Invoice,90,DDM,DDM - CHEESE MOZZ DEVONDALE / MURRAY 2 X 10KG,CTN,128.0000,8.0000,1024.00,1.0000000,120
1128416,JNR2,JNR'S PIZZA,HU,2018-07-06 00:00:00,877632,Invoice,90,DDM,DDM - CHEESE MOZZ DEVONDALE / MURRAY 2 X 10KG,CTN,130.0000,1.0000,130.00,1.0000000,120
1128685,JOE,JOE'S OF MENTONE,JO,2018-07-06 00:00:00,877630,Invoice,90,ASF12.5,ASF12.5 - SEMOLINA ALLIED MILLS 12.5KG,BAG,24.7500,3.0000,74.25,1.0000000,35
1128235,KATIALO,KATIALO,KT,2018-07-05 00:00:00,877533,Invoice,90,BSSCD,BSSCD - DIP SPICY CAPSICUM BLACK SWAN 2KG 3/CTN,BCKT,17.5100,4.0000,70.04,1.0000000,28
1128246,LACUC,LA CUCINA ITALIAN EATERY,L8,2018-07-05 00:00:00,877507,Invoice,90,BGC,BGC - CHEESE GOATS SOIGNON 1KG 2/CTN,LOAF,22.9900,1.0000,22.99,1.0000000,12
1127971,LALURO,LA LUPA ROMANA,L9,2018-07-04 00:00:00,877135,Invoice,90,CSM,CSM - CHEESE MOZZ SHRED CABOOLTURE 2 X 6KG,CTN,122.4000,1.0000,122.40,1.0000000,100
1222007,LIPAREX2,LIPARI TECOMA,TR,2019-06-17 00:00:00,955565,Invoice,90,DDM,DDM - CHEESE MOZZ DEVONDALE / MURRAY 2 X 10KG,CTN,130.0000,2.0000,260.00,1.0000000,120
1127409,LOCAL,AUSTRALIAN VENUE CO. LIMITED,M,2018-07-04 00:00:00,877204,Invoice,90,BSC,BSC - CREAM SOUR LITE BULLA 5LT,TUB,26.2100,1.0000,26.21,1.0000000,40
1134288,MAHIR,MAHARANI INDIAN RESTAURANT,MJ,2018-07-26 00:00:00,882597,Invoice,90,BCT,BCT - TOMATO CRUSHED GEPPINO 3KG 6/CTN,CTN,4.4500,8.0000,213.60,6.0000000,5
1127544,MARG2,MARGHERITA PIZZA PASTA,MG,2018-07-03 00:00:00,876766,Invoice,90,ACC1,ACC1 - CREAM COOKING CULINARY ANCHOR 1LT 12/CTN,CTN,6.7200,1.0000,80.64,12.0000000,7
1128160,MARIO3,MARIO'S PIZZA & PASTA,MS,2018-07-05 00:00:00,877541,Invoice,90,BTC,BTC - CREAM THICKENED BULLA 5LT 3/CTN,CTN,23.9500,2.0000,143.70,3.0000000,35
1127788,MARKKIR,MARK KIRCHNER FOOD SER PTY LTD,K-,2018-07-04 00:00:00,877061,Invoice,90,AMMOZ,AMMOZ - CHEESE MOZZ SHRED GEPPINO 2 X 6KG,CTN,92.0000,8.0000,736.00,1.0000000,100
1127758,MASEYPAKE,MASEY'S PIZZA & PASTA PAKENHAM,MA,2018-07-03 00:00:00,876172,Credit,90,SFSC,SFSC - SALAMI COTTO FINE SHRED STAR 2.5KG 8/CTN,PKT,8.6000,-1.0000,-8.60,1.0000000,3
1149938,MECHA-SDD,MECHAALANI & SONS PTY LTD,M7,2018-09-21 00:00:00,895965,Invoice,90,WMF12.5,WMF12.5 - FLOUR MAXIMUS WESTONS 12.5KG,BAG,7.6000,480.0000,3648.00,1.0000000,30
1133491,MELFS,MELBOURNE FOOD SERVICE,NT,2018-07-25 00:00:00,882046,Invoice,90,CDWD,CDWD - CHICKEN WINGS DEVIL INGHAM 1KG 5/CTN,CTN,9.8000,72.0000,3528.00,5.0000000,15
1127552,MICHE,MICHELIS,MH,2018-07-03 00:00:00,876919,Invoice,90,AMMOZ,AMMOZ - CHEESE MOZZ SHRED GEPPINO 2 X 6KG,CTN,93.6000,1.0000,93.60,1.0000000,100
1127318,MJCENT,MJC ENTERPRISE,NT,2018-07-03 00:00:00,877011,Invoice,90,WCTS,WCTS - SAUCE TOMATO WHITE CROW 4LT 3/CTN,CTN,6.0000,108.0000,1944.00,3.0000000,10
1128378,MOLLI,DAVID MOLLICA,DM,2018-07-09 00:00:00,878253,Invoice,90,DDM,DDM - CHEESE MOZZ DEVONDALE / MURRAY 2 X 10KG,CTN,140.0000,1.0000,140.00,1.0000000,120
1127825,MORDSC,THE MORDIALLOC SUPPER CLUB,TH,2018-07-04 00:00:00,877252,Invoice,90,BSHD,BSHD - DIP HOMMUS BLACK SWAN 2KG 3/CTN,BCKT,20.3500,1.0000,20.35,1.0000000,28
1127489,MORNPIZ,MORNINGTON PIZZA HOUSE,V1,2018-07-03 00:00:00,876960,Invoice,90,BCT,BCT - TOMATO CRUSHED GEPPINO 3KG 6/CTN,CTN,4.0000,1.0000,24.00,6.0000000,5
1127503,MTWAVER3,MT WAVERLEY CHARCOAL CHICKEN,MW,2018-07-03 00:00:00,876829,Invoice,90,CSCT,CSCT - CHICK SWT CHILLI TENDERS C/DEE 1KG 5/CTN,CTN,12.9500,2.0000,129.50,5.0000000,18
1128154,MULG5,MULGRAVE PIZZA HOUSE,4M,2018-07-05 00:00:00,877425,Invoice,90,BCT,BCT - TOMATO CRUSHED GEPPINO 3KG 6/CTN,CTN,3.9000,1.0000,23.40,6.0000000,5
1128239,MULINO,MULINO WOODFIRE PIZZERIA,AA,2018-07-06 00:00:00,877841,Invoice,90,BBVLH,BBVLH - G/F HAM LEG VIRGINIA BLUE BERT KG (AVG 3.5KG) 4/CTN,KG,7.8000,7.5400,58.81,1.0000000,10
1165663,MUMG,MUMMA G'S PIZZA & PASTA,NT,2018-11-16 00:00:00,908182,Invoice,90,7CBLB,7CBLB - LASAGNE BOLGNESE 7 CHEFS 2.3KG 3/CTN,CTN,14.0000,1.0000,46.20,3.0000000,24
1127027,NANBO,NANDOS BOURKE ST,ND,2018-07-02 00:00:00,876559,Invoice,90,BG375,BG375 - DRINK GUAVA BUNDABERG 12 X 375ML,CTN,14.2700,1.0000,14.27,1.0000000,20
1126943,NANBOUR3,NANDOS AUSTRALIA (STORE OPER),ND,2018-07-02 00:00:00,876561,Invoice,90,BGB,BGB - DRINK GINGER BEER BUNDABERG 24 X 375ML,CTN,28.3600,1.0000,28.36,1.0000000,20
1127010,NANBRAE2,NANDOS AUSTRALIA (STORE OPER),ND,2018-07-02 00:00:00,876614,Invoice,90,BG375,BG375 - DRINK GUAVA BUNDABERG 12 X 375ML,CTN,14.2700,1.0000,14.27,1.0000000,20
1126982,NANBRAND,NANDOS UNIVERSITY HILL,ND,2018-07-02 00:00:00,876524,Invoice,90,BGB,BGB - DRINK GINGER BEER BUNDABERG 24 X 375ML,CTN,28.3600,1.0000,28.36,1.0000000,20
1126625,NANBRUN4,NANDO'S EAST BRUNSWICK,ND,2018-07-02 00:00:00,876547,Invoice,90,BGB,BGB - DRINK GINGER BEER BUNDABERG 24 X 375ML,CTN,28.3600,1.0000,28.36,1.0000000,20
1127452,NANBUR2,NANDOS AUSTRALIA (STORE OPER),ND,2018-07-03 00:00:00,876923,Invoice,90,BGB,BGB - DRINK GINGER BEER BUNDABERG 24 X 375ML,CTN,28.3600,1.0000,28.36,1.0000000,20
1127490,NANCARN5,NANDOS CARNEGIE,ND,2018-07-03 00:00:00,876875,Invoice,90,BG375,BG375 - DRINK GUAVA BUNDABERG 12 X 375ML,CTN,14.2700,1.0000,14.27,1.0000000,20
1127451,NANCARR2,NANDOS AUSTRALIA (STORE OPER),ND,2018-07-03 00:00:00,876857,Invoice,90,BP375,BP375 - DRINK PASSIONFRUIT BUNDABERG 12 X 375ML,CTN,14.2700,1.0000,14.27,1.0000000,20
1127051,NANCLAY2,NANDOS AUSTRALIA (STORE OPER),ND,2018-07-02 00:00:00,876643,Invoice,90,BLLB375,BLLB375 - DRINK LEMON LIME BITTERS BUNDA 12 X 375ML,CTN,14.2700,1.0000,14.27,1.0000000,20
1126899,NANDANPL2,NANDOS AUSTRALIA (STORE OPER),ND,2018-07-02 00:00:00,876502,Invoice,90,BG375,BG375 - DRINK GUAVA BUNDABERG 12 X 375ML,CTN,14.2700,1.0000,14.27,1.0000000,20
1127463,NANDONC,NANDOS DONCASTER,ND,2018-07-03 00:00:00,876917,Invoice,90,LDF,LDF - CHEESE FETTA DANISH LEMNOS 2KG 3/CTN,TUB,20.5000,1.0000,20.50,1.0000000,12
1127046,NANELIZNTH,NANDO'S ELIZABETH - NORTH,ND,2018-07-02 00:00:00,876606,Invoice,90,BG375,BG375 - DRINK GUAVA BUNDABERG 12 X 375ML,CTN,14.2700,1.0000,14.27,1.0000000,20
1126132,NANEPPL,NANDOS AUSTRALIA (STORE OPER),ND,2018-07-02 00:00:00,876521,Invoice,90,BP375,BP375 - DRINK PASSIONFRUIT BUNDABERG 12 X 375ML,CTN,14.2700,1.0000,14.27,1.0000000,20
1126424,NANFOOT3,NANDOS AUSTRALIA (STORE OPER),ND,2018-07-02 00:00:00,876589,Invoice,90,BG375,BG375 - DRINK GUAVA BUNDABERG 12 X 375ML,CTN,14.2700,1.0000,14.27,1.0000000,20
1126930,NANFOUNT2,NANDOS FOUNTAIN GATE,ND,2018-07-02 00:00:00,876472,Invoice,90,BG375,BG375 - DRINK GUAVA BUNDABERG 12 X 375ML,CTN,14.2700,1.0000,14.27,1.0000000,20
1126920,NANHEID2,NANDOS HEIDELBERG,ND,2018-07-02 00:00:00,876551,Invoice,90,BGB,BGB - DRINK GINGER BEER BUNDABERG 24 X 375ML,CTN,28.3600,1.0000,28.36,1.0000000,20
1127093,NANHIGH2,NANDOS HIGHPOINT,ND,2018-07-02 00:00:00,876587,Invoice,90,BG375,BG375 - DRINK GUAVA BUNDABERG 12 X 375ML,CTN,14.2700,1.0000,14.27,1.0000000,20
1127087,NANHP,NANDOS HIGHPOINT 2,ND,2018-07-02 00:00:00,876588,Invoice,90,BG375,BG375 - DRINK GUAVA BUNDABERG 12 X 375ML,CTN,14.2700,1.0000,14.27,1.0000000,20
1127284,NANLILY2,NANDOS LILYDALE,ND,2018-07-03 00:00:00,876905,Invoice,90,BGB,BGB - DRINK GINGER BEER BUNDABERG 24 X 375ML,CTN,28.3600,1.0000,28.36,1.0000000,20
1127066,NANLYN2,NANDOS AUSTRALIA (STORE OPER),ND,2018-07-02 00:00:00,876511,Invoice,90,BGB,BGB - DRINK GINGER BEER BUNDABERG 24 X 375ML,CTN,28.3600,1.0000,28.36,1.0000000,20
